District,S.No.,Parameters,Type,April - Total [(A+B) or (C+D)],April - Public [A],April - Private [B],April - Urban [C],April - Rural [D],May - Total [(A+B) or (C+D)],May - Public [A],May - Private [B],May - Urban [C],May - Rural [D],June - Total [(A+B) or (C+D)],June - Public [A],June - Private [B],June - Urban [C],June - Rural [D],July - Total [(A+B) or (C+D)],July - Public [A],July - Private [B],July - Urban [C],July - Rural [D],August - Total [(A+B) or (C+D)],August - Public [A],August - Private [B],August - Urban [C],August - Rural [D],September - Total [(A+B) or (C+D)],September - Public [A],September - Private [B],September - Urban [C],September - Rural [D],October - Total [(A+B) or (C+D)],October - Public [A],October - Private [B],October - Urban [C],October - Rural [D],November - Total [(A+B) or (C+D)],November - Public [A],November - Private [B],November - Urban [C],November - Rural [D],December - Total [(A+B) or (C+D)],December - Public [A],December - Private [B],December - Urban [C],December - Rural [D],January - Total [(A+B) or (C+D)],January - Public [A],January - Private [B],January - Urban [C],January - Rural [D],February - Total [(A+B) or (C+D)],February - Public [A],February - Private [B],February - Urban [C],February - Rural [D],March - Total [(A+B) or (C+D)],March - Public [A],March - Private [B],March - Urban [C],March - Rural [D],Total - Total [(A+B) or (C+D)],Total - Public [A],Total - Private [B],Total - Urban [C],Total - Rural [D]
Bokaro,'8.5',Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,2,2,0,0,2,1,1,0,0,1,7,1,6,6,1,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,NA,5,1,1,0,NA,1,1,1,0,NA,1,4,4,0,NA,4,0,0,0,NA,0,26,18,8,6,20
Bokaro,'8.6',Number of IUCD Removals,TOTAL,42,31,11,10,32,44,43,1,0,44,40,40,0,0,40,43,34,9,9,34,35,27,8,8,27,36,27,9,9,27,36,35,1,1,35,62,50,12,12,50,49,37,12,11,38,44,44,0,0,44,43,43,0,0,43,24,24,0,0,24,498,435,63,60,438
Bokaro,'8.7',Number of complications following IUCD Insertion,TOTAL,0,0,0,0,0,3,3,0,0,3,3,3,0,0,3,1,1,0,0,1,12,12,0,4,8,3,3,0,0,3,4,4,0,0,4,3,3,0,0,3,14,3,11,11,3,10,10,0,0,10,2,2,0,0,2,4,4,0,0,4,59,48,11,15,44
Bokaro,'8.8',Injectable Contraceptive-Antara Program- First Dose,TOTAL,120,70,50,50,70,62,56,6,6,56,66,59,7,7,59,350,335,15,17,333,180,165,15,18,162,151,138,13,14,137,136,121,15,17,119,147,116,31,31,116,177,177,0,0,177,118,106,12,9,109,151,151,0,1,150,98,98,0,2,96,1756,1592,164,172,1584
Bokaro,'8.9',Injectable Contraceptive-Antara Program- Second Dose,TOTAL,78,18,60,60,18,29,24,5,5,24,33,16,17,17,16,65,55,10,11,54,34,34,0,1,33,39,33,6,6,33,60,50,10,10,50,91,71,20,20,71,100,100,0,0,100,57,57,0,0,57,81,81,0,0,81,53,53,0,0,53,720,592,128,130,590
Bokaro,'8.10',Injectable Contraceptive-Antara Program- Third Dose,TOTAL,106,12,94,94,12,12,8,4,4,8,10,8,2,2,8,19,19,0,0,19,13,13,0,0,13,13,11,2,2,11,33,14,19,20,13,44,31,13,13,31,42,40,2,2,40,36,36,0,1,35,54,54,0,0,54,37,37,0,0,37,419,283,136,138,281
Bokaro,'8.11',Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,5,5,0,0,5,3,3,0,0,3,22,10,12,12,10,15,5,10,10,5,22,7,15,15,7,14,7,7,7,7,39,26,13,13,26,36,17,19,19,17,30,27,3,3,27,18,18,0,0,18,35,35,0,0,35,28,28,0,0,28,267,188,79,79,188
Bokaro,'8.12',Number of Combined Oral Pill cycles distributed,TOTAL,5254,4477,777,1058,4196,5402,4641,761,347,5055,4197,4161,36,298,3899,10371,9802,569,459,9912,6575,5841,734,236,6339,4524,3994,530,405,4119,4046,3438,608,200,3846,4932,4431,501,140,4792,5165,4687,478,146,5019,5495,5071,424,45,5450,4639,4240,399,315,4324,4092,3718,374,167,3925,64692,58501,6191,3816,60876
Bokaro,'8.13',Number of Condom pieces distributed,TOTAL,32951,32052,899,849,32102,34277,33143,1134,678,33599,23231,22766,465,1129,22102,57827,56290,1537,2641,55186,22897,21702,1195,1122,21775,36376,34729,1647,836,35540,37792,35962,1830,774,37018,36417,34045,2372,697,35720,41404,38283,3121,843,40561,36730,34172,2558,374,36356,16858,15846,1012,580,16278,21634,20759,875,944,20690,398394,379749,18645,11467,386927
Bokaro,'8.14',Number of Centchroman (weekly) pill strips distributed,TOTAL,267,267,0,15,252,282,282,0,9,273,303,303,0,15,288,1186,1186,0,123,1063,649,649,0,70,579,796,796,0,211,585,765,765,0,108,657,500,500,0,52,448,595,595,0,95,500,721,721,0,118,603,729,729,0,99,630,1012,1012,0,266,746,7805,7805,0,1181,6624
Bokaro,'8.15',Number of Emergency Contraceptive Pills (ECP) given,TOTAL,568,568,0,12,556,404,404,0,0,404,499,499,0,0,499,1834,1834,0,2,1832,691,691,0,10,681,639,639,0,0,639,682,682,0,1,681,726,726,0,0,726,704,704,0,61,643,796,796,0,10,786,870,870,0,44,826,953,953,0,110,843,9366,9366,0,250,9116
Bokaro,'8.16',Number of Pregnancy Test Kits (PTK) used,TOTAL,1898,1747,151,198,1700,1692,1658,34,77,1615,2098,1939,159,218,1880,2061,1887,174,236,1825,1952,1922,30,55,1897,1886,1816,70,91,1795,1827,1773,54,74,1753,2352,2207,145,172,2180,2038,1991,47,81,1957,2145,2145,0,41,2104,2493,2493,0,116,2377,2027,2027,0,196,1831,24469,23605,864,1555,22914
Bokaro,'8.17.1',Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bokaro,'8.17.2',Complications following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bokaro,'8.17.3',Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0
Bokaro,'8.17.4',Failures following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0
Bokaro,'8.17.5',Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0
Bokaro,'8.17.6',Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0
Bokaro,'9.1.1',Child immunisation - Vitamin K1 (Birth Dose),TOTAL,1526,1336,190,0,1526,1479,1337,142,0,1479,1523,1308,215,0,1523,1585,1383,202,6,1579,1578,1383,195,0,1578,2377,1443,934,750,1627,2056,1577,479,349,1707,2077,1435,642,455,1622,2139,1477,662,451,1688,2068,1378,690,501,1567,2164,1266,898,750,1414,1555,1068,487,352,1203,22127,16391,5736,3614,18513
Bokaro,'9.1.2',Child immunisation - BCG,TOTAL,3941,3023,918,775,3166,4022,3120,902,834,3188,4043,3162,881,812,3231,4173,3169,1004,967,3206,4008,3039,969,846,3162,3667,2843,824,625,3042,3770,3211,559,486,3284,3461,2930,531,448,3013,3423,2937,486,436,2987,3155,2574,581,530,2625,3813,3055,758,650,3163,3097,2412,685,552,2545,44573,35475,9098,7961,36612
Bokaro,'9.1.3',Child immunisation - DPT1,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bokaro,'9.1.4',Child immunisation - DPT2,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bokaro,'9.1.5',Child immunisation - DPT3,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bokaro,'9.1.6',Child immunisation - Pentavalent 1,TOTAL,4112,3115,997,1160,2952,4124,3131,993,1124,3000,4179,3205,974,1072,3107,4059,3126,933,1061,2998,3970,3089,881,920,3050,3667,2929,738,686,2981,3657,3118,539,586,3071,3776,3301,475,505,3271,3665,3229,436,585,3080,3606,3028,578,673,2933,3877,3229,648,772,3105,3297,2675,622,596,2701,45989,37175,8814,9740,36249
Bokaro,'9.1.7',Child immunisation - Pentavalent 2,TOTAL,4118,3029,1089,1188,2930,4201,3126,1075,1223,2978,4127,3070,1057,1184,2943,4064,3086,978,1103,2961,3733,2856,877,909,2824,3468,2719,749,703,2765,3476,2972,504,495,2981,3479,2968,511,494,2985,3542,3092,450,525,3017,3493,2952,541,626,2867,3718,3036,682,796,2922,3176,2558,618,609,2567,44595,35464,9131,9855,34740
Bokaro,'9.1.8',Child immunisation - Pentavalent 3,TOTAL,4196,3137,1059,1190,3006,4223,3173,1050,1190,3033,4158,3092,1066,1161,2997,4101,3123,978,1107,2994,3807,2971,836,880,2927,3439,2688,751,707,2732,3409,2909,500,505,2904,3520,2987,533,538,2982,3496,3041,455,500,2996,3604,3051,553,635,2969,3759,3084,675,778,2981,3178,2556,622,610,2568,44890,35812,9078,9801,35089
Bokaro,'9.1.9',Child immunisation - OPV 0 (Birth Dose),TOTAL,3247,1447,1800,1251,1996,3337,1771,1566,1119,2218,3325,1659,1666,1165,2160,3300,1772,1528,1142,2158,2946,1766,1180,1013,1933,3052,1746,1306,773,2279,2470,1795,675,297,2173,2358,1680,678,460,1898,2257,1516,741,499,1758,2209,1504,705,516,1693,2415,1554,861,716,1699,1769,1282,487,375,1394,32685,19492,13193,9326,23359
Bokaro,'9.1.10',Child immunisation - OPV1,TOTAL,4117,3128,989,1152,2965,4185,3154,1031,1168,3017,4208,3196,1012,1110,3098,4043,3114,929,1043,3000,3950,3069,881,918,3032,3646,2908,738,686,2960,3596,3071,525,569,3027,3868,3394,474,504,3364,3680,3244,436,584,3096,3609,3031,578,673,2936,3851,3203,648,752,3099,3301,2679,622,596,2705,46054,37191,8863,9755,36299
Bokaro,'9.1.11',Child immunisation - OPV2,TOTAL,4136,3047,1089,1188,2948,4239,3148,1091,1246,2993,4143,3062,1081,1208,2935,4026,3048,978,1089,2937,3723,2846,877,906,2817,3476,2718,758,703,2773,3413,2932,481,471,2942,3492,2981,511,495,2997,3530,3080,450,524,3006,3497,2956,541,626,2871,3734,3052,682,796,2938,3176,2558,618,609,2567,44585,35428,9157,9861,34724
Bokaro,'9.1.12',Child immunisation - OPV3,TOTAL,4225,3163,1062,1192,3033,4254,3181,1073,1219,3035,4159,3091,1068,1163,2996,4088,3109,979,1094,2994,3801,2966,835,873,2928,3403,2653,750,707,2696,3341,2856,485,487,2854,3432,2899,533,538,2894,3489,3034,455,501,2988,3572,3019,553,635,2937,3782,3107,675,778,3004,3191,2569,622,610,2581,44737,35647,9090,9797,34940
Bokaro,'9.1.13',Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,1192,668,524,0,1192,1346,887,459,0,1346,1042,827,215,0,1042,1204,1002,202,0,1204,1203,1008,195,0,1203,2093,1091,1002,750,1343,2052,1265,787,349,1703,1856,1178,678,455,1401,1897,1156,741,498,1399,1735,1045,690,501,1234,1864,1015,849,701,1163,1385,898,487,348,1037,18869,12040,6829,3602,15267
Bokaro,'9.1.14',Child immunisation - Hepatitis-B1,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bokaro,'9.1.15',Child immunisation - Hepatitis-B2,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bokaro,'9.1.16',Child immunisation - Hepatitis-B3,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bokaro,'9.1.17',Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,3136,2855,281,411,2725,3144,2867,277,347,2797,3384,3077,307,369,3015,3616,2757,859,887,2729,3887,3006,881,929,2958,3653,2920,733,690,2963,3598,3065,533,578,3020,3698,3221,477,495,3203,3522,3086,436,514,3008,3571,2993,578,653,2918,3771,3123,648,748,3023,3276,2654,622,596,2680,42256,35624,6632,7217,35039
Bokaro,'9.1.18',Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,3172,2902,270,418,2754,3265,2973,292,349,2916,3297,2986,311,384,2913,3626,2772,854,876,2750,3764,2929,835,892,2872,3406,2655,751,726,2680,3416,2923,493,498,2918,3509,2972,537,534,2975,3429,2979,450,476,2953,3565,3012,553,639,2926,3718,3043,675,781,2937,3208,2586,622,619,2589,41375,34732,6643,7192,34183
Bokaro,'9.1.19',Child immunisation - Rotavirus 1,TOTAL,3378,3094,284,437,2941,3439,3123,316,437,3002,3490,3183,307,404,3086,4007,3115,892,1020,2987,3954,3073,881,931,3023,3532,2799,733,670,2862,3620,3129,491,538,3082,3778,3306,472,505,3273,3692,3246,446,597,3095,3606,3028,578,673,2933,3851,3203,648,752,3099,3287,2665,622,596,2691,43634,36964,6670,7560,36074
Bokaro,'9.1.20',Child immunisation - Rotavirus 2,TOTAL,3331,3017,314,403,2928,3425,3115,310,448,2977,3371,3069,302,422,2949,3961,3073,888,1013,2948,3699,2822,877,913,2786,3339,2590,749,699,2640,3443,2961,482,478,2965,3508,2997,511,498,3010,3535,3090,445,517,3018,3486,2945,541,626,2860,3726,3044,682,796,2930,3143,2525,618,606,2537,41967,35248,6719,7419,34548
Bokaro,'9.1.21',Child immunisation - Rotavirus 3,TOTAL,3413,3127,286,412,3001,3468,3159,309,418,3050,3410,3099,311,399,3011,3967,3115,852,1007,2960,3785,2951,834,878,2907,3347,2597,750,704,2643,3358,2879,479,486,2872,3543,3008,535,534,3009,3477,3027,450,488,2989,3597,3044,553,635,2962,4059,3114,945,1048,3011,3134,2518,616,603,2531,42558,35638,6920,7612,34946
Bokaro,'9.2.1',Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,4405,3107,1298,1386,3019,4177,3343,834,923,3254,4159,3290,869,962,3197,4062,3222,840,945,3117,3876,3138,738,857,3019,3785,2895,890,785,3000,3750,3304,446,591,3159,3564,2987,577,591,2973,3862,3215,647,724,3138,3357,2589,768,767,2590,3811,2960,851,867,2944,3195,2534,661,617,2578,46003,36584,9419,10015,35988
Bokaro,'9.2.2',Child immunisation (9-11months) - Measles 1st dose,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0
Bokaro,'9.2.3',Child immunisation (9-11months) - JE 1st dose,TOTAL,3191,2879,312,365,2826,1533,1433,100,239,1294,3681,3364,317,410,3271,3415,3116,299,402,3013,3413,3211,202,372,3041,2996,2677,319,238,2758,3675,3208,467,632,3043,3345,3088,257,357,2988,3546,3249,297,417,3129,3020,2716,304,359,2661,3362,3031,331,362,3000,2919,2608,311,269,2650,38096,34580,3516,4422,33674
Bokaro,'9.2.4.a',Children aged between 9 and 11 months fully immunized- Male,TOTAL,2169,1710,459,578,1591,2074,1780,294,366,1708,2254,1785,469,539,1715,2141,1702,439,505,1636,2153,1751,402,491,1662,1990,1543,447,428,1562,1979,1773,206,277,1702,1879,1598,281,299,1580,2018,1696,322,357,1661,1786,1373,413,437,1349,2051,1560,491,508,1543,1714,1353,361,338,1376,24208,19624,4584,5123,19085
Bokaro,'9.2.4.b',Children aged between 9 and 11 months fully immunized - Female,TOTAL,1830,1435,395,420,1410,1847,1583,264,337,1510,1869,1525,344,423,1446,1899,1544,355,443,1456,1886,1606,280,370,1516,1747,1360,387,361,1386,1787,1603,184,318,1469,1650,1354,296,285,1365,1790,1465,325,346,1444,1530,1175,355,317,1213,1760,1400,360,359,1401,1478,1178,300,275,1203,21073,17228,3845,4254,16819
Bokaro,'9.3.1',Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,560,560,0,34,526,281,281,0,0,281,269,269,0,9,260,414,414,0,10,404,379,379,0,9,370,328,328,0,7,321,306,306,0,5,301,370,370,0,45,325,338,338,0,60,278,204,204,0,54,150,322,322,0,63,259,172,172,0,36,136,3943,3943,0,332,3611
Bokaro,'9.3.2',Child immunisation - Measles-1st dose,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0
Bokaro,'9.3.3',Child immunisation - JE 1st dose,TOTAL,677,677,0,12,665,242,242,0,0,242,493,493,0,25,468,571,571,0,6,565,623,623,0,31,592,336,336,0,34,302,330,330,0,28,302,523,523,0,56,467,379,379,0,61,318,316,316,0,55,261,356,356,0,75,281,185,185,0,38,147,5031,5031,0,421,4610
Bokaro,'9.4.1',Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,2738,2512,226,344,2394,3076,2855,221,395,2681,3098,2870,228,335,2763,2867,2635,232,317,2550,3070,2863,207,337,2733,2597,2366,231,211,2386,3090,2772,318,456,2634,2728,2522,206,112,2616,3125,2949,176,299,2826,2799,2616,183,370,2429,3002,2802,200,360,2642,2558,2365,193,287,2271,34748,32127,2621,3823,30925
Bokaro,'9.4.2',Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0
Bokaro,'9.4.3',Child immunisation - DPT 1st Booster,TOTAL,3325,2648,677,800,2525,3835,3094,741,911,2924,3643,2971,672,777,2866,3434,2733,701,789,2645,3543,2895,648,799,2744,3193,2512,681,687,2506,3181,2813,368,512,2669,3469,2941,528,742,2727,3505,3008,497,642,2863,3226,2698,528,726,2500,3557,3056,501,664,2893,2817,2519,298,387,2430,40728,33888,6840,8436,32292
Bokaro,'9.4.4',Child immunisation - OPV Booster,TOTAL,3185,2547,638,728,2457,3737,3010,727,853,2884,3552,2916,636,707,2845,3298,2690,608,660,2638,3458,2899,559,708,2750,3103,2522,581,586,2517,3113,2811,302,440,2673,3431,2914,517,732,2699,3260,2783,477,405,2855,3233,2705,528,725,2508,3554,3053,501,668,2886,2795,2499,296,390,2405,39719,33349,6370,7602,32117
Bokaro,'9.4.5',"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0
Bokaro,'9.4.6',Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,2167,1941,226,95,2072,1248,1027,221,178,1070,2621,2393,228,311,2310,2756,2524,232,313,2443,2794,2587,207,338,2456,2566,2335,231,226,2340,2437,2219,218,41,2396,2805,2599,206,61,2744,2841,2665,176,87,2754,2546,2342,204,67,2479,2912,2712,200,82,2830,2495,2292,203,88,2407,30188,27636,2552,1887,28301
Bokaro,'9.5.1',Child immunisation - Typhoid,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,0,0,0,NA,0,0,0,0,NA,0,8,8,0,NA,8,4,4,0,NA,4,2,2,0,NA,2,23,23,0,0,23
Bokaro,'9.5.2',Children more than 5 years received DPT5 (2nd Booster),TOTAL,1421,1137,284,222,1199,1833,1567,266,260,1573,1779,1543,236,256,1523,1742,1476,266,254,1488,1649,1437,212,239,1410,1708,1499,209,252,1456,1589,1519,70,147,1442,1919,1731,188,343,1576,1857,1685,172,316,1541,1874,1677,197,353,1521,1815,1593,222,376,1439,1581,1402,179,348,1233,20767,18266,2501,3366,17401
Bokaro,'9.5.3',Children more than 10 years received TT10,TOTAL,1002,761,241,194,808,1242,1004,238,241,1001,1211,993,218,217,994,1175,962,213,194,981,1196,1012,184,211,985,1122,940,182,206,916,1043,977,66,44,999,1163,1019,144,208,955,1033,894,139,200,833,1083,909,174,220,863,1174,991,183,325,849,1096,933,163,334,762,13540,11395,2145,2594,10946
Bokaro,'9.5.4',Children more than 16 years received TT16,TOTAL,972,764,208,182,790,1291,1084,207,213,1078,1201,1015,186,209,992,1188,989,199,191,997,1167,1012,155,223,944,1176,1001,175,215,961,970,911,59,42,928,1095,953,142,170,925,999,857,142,186,813,1073,906,167,181,892,1005,833,172,211,794,958,810,148,200,758,13095,11135,1960,2223,10872
Bokaro,'9.6.1',Number of cases of AEFI - Abscess,TOTAL,1,1,0,0,1,8,8,0,0,8,2,2,0,0,2,10,10,0,0,10,10,10,0,0,10,5,5,0,0,5,6,6,0,0,6,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,4,4,0,0,4,1,1,0,0,1,49,49,0,0,49
Bokaro,'9.6.2',Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bokaro,'9.6.3',Number of cases of AEFI - Others,TOTAL,86,86,0,4,82,47,47,0,0,47,52,52,0,0,52,47,47,0,0,47,56,56,0,0,56,58,58,0,0,58,48,48,0,0,48,58,58,0,0,58,70,70,0,0,70,43,43,0,0,43,39,39,0,0,39,35,35,0,0,35,639,639,0,4,635
Bokaro,'9.7.1',Immunisation sessions planned,TOTAL,2041,2041,0,286,1755,2091,2091,0,299,1792,2121,2121,0,292,1829,2196,2196,0,305,1891,2047,2047,0,218,1829,2079,2079,0,223,1856,2074,2074,0,221,1853,2054,2054,0,236,1818,2009,2009,0,243,1766,2023,2023,0,237,1786,2037,2037,0,239,1798,2002,2002,0,231,1771,24774,24774,0,3030,21744
Bokaro,'9.7.2',Immunisation sessions held,TOTAL,1987,1987,0,278,1709,2044,2044,0,294,1750,2068,2068,0,260,1808,2083,2083,0,289,1794,2009,2009,0,194,1815,2002,2002,0,218,1784,1983,1983,0,202,1781,2009,2009,0,229,1780,1979,1979,0,243,1736,1980,1980,0,224,1756,2030,2030,0,238,1792,1762,1762,0,220,1542,23936,23936,0,2889,21047
Bokaro,'9.7.3',Number of Immunisation sessions where ASHAs were present,TOTAL,1414,1414,0,6,1408,1485,1485,0,2,1483,1537,1537,0,9,1528,1501,1501,0,19,1482,1635,1635,0,15,1620,1499,1499,0,11,1488,1502,1502,0,13,1489,1560,1560,0,17,1543,1505,1505,0,16,1489,1510,1510,0,14,1496,1583,1583,0,31,1552,1374,1374,0,24,1350,18105,18105,0,177,17928
Bokaro,'9.8.1',Child immunisation - Vitamin A Dose - 1,TOTAL,1856,1856,0,45,1811,6541,6541,0,186,6355,2899,2899,0,302,2597,2614,2614,0,418,2196,2206,2206,0,82,2124,1984,1984,0,233,1751,2137,2137,0,62,2075,3739,3739,0,71,3668,2704,2704,0,76,2628,1938,1938,0,63,1875,2027,2027,0,87,1940,1780,1780,0,96,1684,32425,32425,0,1721,30704
Bokaro,'9.8.2',Child immunisation - Vitamin A Dose - 5,TOTAL,300,300,0,0,300,12011,12011,0,0,12011,691,691,0,3,688,547,547,0,5,542,499,499,0,9,490,329,329,0,2,327,381,381,0,0,381,7810,7810,0,14,7796,2648,2648,0,5,2643,447,447,0,12,435,544,544,0,16,528,494,494,0,43,451,26701,26701,0,109,26592
Bokaro,'9.8.3',Child immunisation - Vitamin A Dose - 9,TOTAL,153,153,0,0,153,21336,21336,0,0,21336,405,405,0,0,405,560,560,0,0,560,158,158,0,4,154,702,702,0,2,700,171,171,0,1,170,7472,7472,0,1,7471,2035,2035,0,0,2035,196,196,0,2,194,186,186,0,10,176,230,230,0,32,198,33604,33604,0,52,33552
Bokaro,'9.9',Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,6931,6931,0,0,6931,6271,6271,0,0,6271,2734,2734,0,0,2734,1748,1748,0,0,1748,1717,1717,0,0,1717,1370,1370,0,0,1370,1546,1546,0,0,1546,5926,5926,0,0,5926,2581,2581,0,0,2581,952,952,0,15,937,966,966,0,0,966,763,763,0,0,763,33505,33505,0,15,33490
Bokaro,'9.10',Number of children (12-59 months) provided Albendazole,TOTAL,720,720,0,0,720,259,259,0,0,259,140,140,0,0,140,163,163,0,0,163,135,135,0,0,135,345,345,0,0,345,164,164,0,0,164,235,235,0,3,232,135,135,0,0,135,179,179,0,0,179,702,702,0,0,702,1045,1045,0,0,1045,4222,4222,0,3,4219
Bokaro,'9.11',Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,33,33,0,0,33,10,10,0,0,10,49,49,0,0,49,17,17,0,0,17,31,31,0,0,31,22,22,0,0,22,57,57,0,0,57,59,59,0,0,59,43,43,0,0,43,65,65,0,0,65,75,75,0,0,75,13,13,0,0,13,474,474,0,0,474
Bokaro,'10.1',Childhood Diseases - Pneumonia,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0
